# generated_utc	2026-08-14T19:14:46+00:00
# script	probe_v11.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	650
case_id	branch	seed_id	variant	carrier_id	carrier	leading_prefix	first	connector	second	construction	continuation_id	continuation	string	n_tok	tokens	token_ids	pre_second_body_tokens	second_realised_tokens	completion_pos	completion_token	raw_pre_second_541	raw_completion_541	raw_completion_increment	raw_completion_best_other	raw_completion_best_other_value	raw_completion_margin	peak_541	peakpos_541	peak_token_541	best_other	best_other_peak	signed_541_margin	dest	retained_541	winner_peak	reported_delta	target_peaks_at_completion	baseline_variant	notes	native_connector	frame_class	source_provenance	known_member	related_member	arbitrary_a	arbitrary_b
REPEAT_CONNECTOR__AFTER_MILE__BY__V9_SPACE__NONE	REPEAT_CONNECTOR	AFTER_MILE	BY	V9_SPACE		 	mile	by	mile	mile by mile	NONE		 mile by mile	3	[" mile", " by", " mile"]	[10591, 416, 10591]	2	1	3	 mile	-0.169555	3.736712	3.906266	2659	3.048159	0.688553	3.736712	3	 mile	1888	3.209672	0.527039	541	1	3.736712	0.527039	1	AFTER	connector substitution under exact repetition	after	KNOWN_REPEAT	HELDOUT_FAMILIAR	mile	road	candle	basket
REPEAT_CONNECTOR__AFTER_MILE__AFTER__V9_SPACE__NONE	REPEAT_CONNECTOR	AFTER_MILE	AFTER	V9_SPACE		 	mile	after	mile	mile after mile	NONE		 mile after mile	3	[" mile", " after", " mile"]	[10591, 706, 10591]	2	1	3	 mile	-0.138269	3.619434	3.757703	1738	3.321045	0.298389	3.619434	3	 mile	1738	3.321045	0.298389	541	1	3.619434	0.298389	1	AFTER	native connector	after	KNOWN_REPEAT	HELDOUT_FAMILIAR	mile	road	candle	basket
REPEAT_CONNECTOR__AFTER_MILE__AND__THE_PHRASE__NONE	REPEAT_CONNECTOR	AFTER_MILE	AND	THE_PHRASE	the phrase 		mile	and	mile	mile and mile	NONE		the phrase mile and mile	5	["the", " phrase", " mile", " and", " mile"]	[1169, 9546, 10591, 290, 10591]	4	1	5	 mile	-0.006304	2.724231	2.730535	2659	3.681565	-0.957335	2.724231	5	 mile	2659	3.681565	-0.957335	2659	0	3.681565	0.448417	1	AFTER	connector substitution under exact repetition	after	KNOWN_REPEAT	HELDOUT_FAMILIAR	mile	road	candle	basket
REPEAT_CONNECTOR__AFTER_MILE__OR__THE_PHRASE__NONE	REPEAT_CONNECTOR	AFTER_MILE	OR	THE_PHRASE	the phrase 		mile	or	mile	mile or mile	NONE		the phrase mile or mile	5	["the", " phrase", " mile", " or", " mile"]	[1169, 9546, 10591, 393, 10591]	4	1	5	 mile	-0.000271	1.917547	1.917818	2659	3.420862	-1.503315	1.917547	5	 mile	2659	3.420862	-1.503315	2659	0	3.420862	0.187713	1	AFTER	connector substitution under exact repetition	after	KNOWN_REPEAT	HELDOUT_FAMILIAR	mile	road	candle	basket
REPEAT_CONNECTOR__AFTER_MILE__TO__THE_PHRASE__NONE	REPEAT_CONNECTOR	AFTER_MILE	TO	THE_PHRASE	the phrase 		mile	to	mile	mile to mile	NONE		the phrase mile to mile	5	["the", " phrase", " mile", " to", " mile"]	[1169, 9546, 10591, 284, 10591]	4	1	5	 mile	-0.018669	3.780519	3.799189	2659	4.025097	-0.244578	3.780519	5	 mile	2659	4.025097	-0.244578	2659	0	4.025097	0.244578	1	AFTER	connector substitution under exact repetition	after	KNOWN_REPEAT	HELDOUT_FAMILIAR	mile	road	candle	basket
REPEAT_CONNECTOR__AFTER_MILE__BY__THE_PHRASE__NONE	REPEAT_CONNECTOR	AFTER_MILE	BY	THE_PHRASE	the phrase 		mile	by	mile	mile by mile	NONE		the phrase mile by mile	5	["the", " phrase", " mile", " by", " mile"]	[1169, 9546, 10591, 416, 10591]	4	1	5	 mile	-0.143777	4.027183	4.17096	2659	3.866088	0.161095	4.027183	5	 mile	2659	3.866088	0.161095	541	1	4.027183	0.161095	1	AFTER	connector substitution under exact repetition	after	KNOWN_REPEAT	HELDOUT_FAMILIAR	mile	road	candle	basket
REPEAT_CONNECTOR__AFTER_MILE__AFTER__THE_PHRASE__NONE	REPEAT_CONNECTOR	AFTER_MILE	AFTER	THE_PHRASE	the phrase 		mile	after	mile	mile after mile	NONE		the phrase mile after mile	5	["the", " phrase", " mile", " after", " mile"]	[1169, 9546, 10591, 706, 10591]	4	1	5	 mile	-0.117336	3.522579	3.639915	2659	3.03626	0.486319	3.522579	5	 mile	2073	3.233148	0.289431	541	1	3.522579	0.289431	1	AFTER	native connector	after	KNOWN_REPEAT	HELDOUT_FAMILIAR	mile	road	candle	basket
REPEAT_CONNECTOR__AFTER_MILE__AND__THEY_SAID__NONE	REPEAT_CONNECTOR	AFTER_MILE	AND	THEY_SAID	they said 		mile	and	mile	mile and mile	NONE		they said mile and mile	5	["they", " said", " mile", " and", " mile"]	[9930, 531, 10591, 290, 10591]	4	1	5	 mile	-0.007115	3.18152	3.188635	2659	3.955127	-0.773607	3.18152	5	 mile	2659	3.955127	-0.773607	2659	0	3.955127	0.773607	1	AFTER	connector substitution under exact repetition	after	KNOWN_REPEAT	HELDOUT_FAMILIAR	mile	road	candle	basket
REPEAT_CONNECTOR__AFTER_MILE__OR__THEY_SAID__NONE	REPEAT_CONNECTOR	AFTER_MILE	OR	THEY_SAID	they said 		mile	or	mile	mile or mile	NONE		they said mile or mile	5	["they", " said", " mile", " or", " mile"]	[9930, 531, 10591, 393, 10591]	4	1	5	 mile	-5.4e-05	2.194523	2.194577	2659	3.525357	-1.330833	2.194523	5	 mile	2659	3.525357	-1.330833	2659	0	3.525357	0.909879	1	AFTER	connector substitution under exact repetition	after	KNOWN_REPEAT	HELDOUT_FAMILIAR	mile	road	candle	basket
REPEAT_CONNECTOR__AFTER_MILE__TO__THEY_SAID__NONE	REPEAT_CONNECTOR	AFTER_MILE	TO	THEY_SAID	they said 		mile	to	mile	mile to mile	NONE		they said mile to mile	5	["they", " said", " mile", " to", " mile"]	[9930, 531, 10591, 284, 10591]	4	1	5	 mile	-0.006062	4.182784	4.188846	2659	4.520709	-0.337925	4.182784	5	 mile	2659	4.520709	-0.337925	2659	0	4.520709	0.337925	1	AFTER	connector substitution under exact repetition	after	KNOWN_REPEAT	HELDOUT_FAMILIAR	mile	road	candle	basket
REPEAT_CONNECTOR__AFTER_MILE__BY__THEY_SAID__NONE	REPEAT_CONNECTOR	AFTER_MILE	BY	THEY_SAID	they said 		mile	by	mile	mile by mile	NONE		they said mile by mile	5	["they", " said", " mile", " by", " mile"]	[9930, 531, 10591, 416, 10591]	4	1	5	 mile	-0.156951	4.359426	4.516376	2659	4.274445	0.08498	4.359426	5	 mile	2659	4.274445	0.08498	541	1	4.359426	0.08498	1	AFTER	connector substitution under exact repetition	after	KNOWN_REPEAT	HELDOUT_FAMILIAR	mile	road	candle	basket
REPEAT_CONNECTOR__AFTER_MILE__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR	AFTER_MILE	AFTER	THEY_SAID	they said 		mile	after	mile	mile after mile	NONE		they said mile after mile	5	["they", " said", " mile", " after", " mile"]	[9930, 531, 10591, 706, 10591]	4	1	5	 mile	-0.111275	4.655366	4.766641	2659	3.828068	0.827298	4.655366	5	 mile	2659	3.828068	0.827298	541	1	4.655366	0.827298	1	AFTER	native connector	after	KNOWN_REPEAT	HELDOUT_FAMILIAR	mile	road	candle	basket
FRAME_CROSS__BY_ONE__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS	BY_ONE	KNOWN_REPEAT	BARE			one	by	one	one by one	NONE		one by one	3	["one", " by", " one"]	[505, 416, 530]	2	1	3	 one	-0.157733	4.372557	4.53029	2286	2.950124	1.422432	4.372557	3	 one	2286	2.950124	1.422432	541	1	4.372557	1.422432	1	KNOWN_REPEAT	known member repeated in native connector frame	by	KNOWN_REPEAT	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__KNOWN_RELATED__BARE__NONE	FRAME_CROSS	BY_ONE	KNOWN_RELATED	BARE			one	by	two	one by two	NONE		one by two	3	["one", " by", " two"]	[505, 416, 734]	2	1	3	 two	-0.157733	3.649979	3.807713	971	3.0903	0.559679	3.649979	3	 two	971	3.0903	0.559679	541	1	3.649979	0.559679	1	KNOWN_REPEAT	known first plus related distinct second	by	RELATED_DISTINCT	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__KNOWN_ARBITRARY__BARE__NONE	FRAME_CROSS	BY_ONE	KNOWN_ARBITRARY	BARE			one	by	ocean	one by ocean	NONE		one by ocean	3	["one", " by", " ocean"]	[505, 416, 9151]	2	1	3	 ocean	-0.157733	-0.035512	0.122221	1888	2.660026	-2.695538	-0.000102	0	<BOS>	1888	2.845212	-2.845314	1888	0	2.845212	0.484342	0	KNOWN_REPEAT	known first plus arbitrary distinct second	by	ARBITRARY_DISTINCT	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__ARBITRARY_KNOWN__BARE__NONE	FRAME_CROSS	BY_ONE	ARBITRARY_KNOWN	BARE			velvet	by	one	velvet by one	NONE		velvet by one	4	["vel", "vet", " by", " one"]	[626, 16809, 416, 530]	3	1	4	 one	-0.081859	-0.150836	-0.068976	91	2.16448	-2.315316	-0.000102	0	<BOS>	1790	2.48364	-2.483742	1790	0	2.48364	0.011394	0	KNOWN_REPEAT	arbitrary first plus known second	by	ARBITRARY_DISTINCT	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__ARBITRARY_REPEAT__BARE__NONE	FRAME_CROSS	BY_ONE	ARBITRARY_REPEAT	BARE			velvet	by	velvet	velvet by velvet	NONE		velvet by velvet	4	["vel", "vet", " by", " velvet"]	[626, 16809, 416, 47750]	3	1	4	 velvet	-0.081859	0.329896	0.411756	1888	1.943193	-1.613297	0.329896	4	 velvet	1790	2.48364	-2.153744	1790	0	2.48364	0.011394	1	KNOWN_REPEAT	predeclared arbitrary member repeated	by	NOVEL_REPEAT	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__ARBITRARY_DISTINCT__BARE__NONE	FRAME_CROSS	BY_ONE	ARBITRARY_DISTINCT	BARE			velvet	by	ocean	velvet by ocean	NONE		velvet by ocean	4	["vel", "vet", " by", " ocean"]	[626, 16809, 416, 9151]	3	1	4	 ocean	-0.081859	-0.170037	-0.088177	1888	2.248237	-2.418273	-0.000102	0	<BOS>	1790	2.48364	-2.483742	1790	0	2.48364	0.011394	0	KNOWN_REPEAT	two predeclared arbitrary members	by	NOVEL_DISTINCT	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__KNOWN_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	BY_ONE	KNOWN_NO_CONNECTOR	BARE			one		one	one one	NONE		one one	2	["one", " one"]	[505, 530]	1	1	2	 one	-0.050848	-0.165309	-0.114461	1888	2.657212	-2.822521	-0.000102	0	<BOS>	1888	2.845212	-2.845314	1888	0	2.845212	0.277796	0	KNOWN_REPEAT	known repetition with connector removed	by	NO_CONNECTOR	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__ARBITRARY_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	BY_ONE	ARBITRARY_NO_CONNECTOR	BARE			velvet		velvet	velvet velvet	NONE		velvet velvet	3	["vel", "vet", " velvet"]	[626, 16809, 47750]	2	1	3	 velvet	-0.127139	-0.160833	-0.033694	1790	1.792061	-1.952895	-0.000102	0	<BOS>	1790	2.48364	-2.483742	1790	0	2.48364	0.011394	0	KNOWN_REPEAT	arbitrary repetition with connector removed	by	NO_CONNECTOR	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS	BY_ONE	KNOWN_REPEAT	V9_SPACE		 	one	by	one	one by one	NONE		 one by one	3	[" one", " by", " one"]	[530, 416, 530]	2	1	3	 one	-0.147178	4.760399	4.907577	2659	3.159041	1.601358	4.760399	3	 one	1888	3.443679	1.31672	541	1	4.760399	1.31672	1	KNOWN_REPEAT	known member repeated in native connector frame	by	KNOWN_REPEAT	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__KNOWN_RELATED__V9_SPACE__NONE	FRAME_CROSS	BY_ONE	KNOWN_RELATED	V9_SPACE		 	one	by	two	one by two	NONE		 one by two	3	[" one", " by", " two"]	[530, 416, 734]	2	1	3	 two	-0.147178	3.479658	3.626836	971	3.016847	0.462811	3.479658	3	 two	1888	3.443679	0.035979	541	1	3.479658	0.035979	1	KNOWN_REPEAT	known first plus related distinct second	by	RELATED_DISTINCT	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__KNOWN_ARBITRARY__V9_SPACE__NONE	FRAME_CROSS	BY_ONE	KNOWN_ARBITRARY	V9_SPACE		 	one	by	ocean	one by ocean	NONE		 one by ocean	3	[" one", " by", " ocean"]	[530, 416, 9151]	2	1	3	 ocean	-0.147178	-0.122668	0.02451	1888	2.753165	-2.875833	-0.000102	0	<BOS>	1888	3.443679	-3.443781	1888	0	3.443679	0.565071	0	KNOWN_REPEAT	known first plus arbitrary distinct second	by	ARBITRARY_DISTINCT	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__ARBITRARY_KNOWN__V9_SPACE__NONE	FRAME_CROSS	BY_ONE	ARBITRARY_KNOWN	V9_SPACE		 	velvet	by	one	velvet by one	NONE		 velvet by one	3	[" velvet", " by", " one"]	[47750, 416, 530]	2	1	3	 one	-0.063741	-0.168259	-0.104518	971	2.424382	-2.592641	-0.000102	0	<BOS>	1888	3.314484	-3.314586	1888	0	3.314484	0.387908	0	KNOWN_REPEAT	arbitrary first plus known second	by	ARBITRARY_DISTINCT	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__ARBITRARY_REPEAT__V9_SPACE__NONE	FRAME_CROSS	BY_ONE	ARBITRARY_REPEAT	V9_SPACE		 	velvet	by	velvet	velvet by velvet	NONE		 velvet by velvet	3	[" velvet", " by", " velvet"]	[47750, 416, 47750]	2	1	3	 velvet	-0.063741	1.29313	1.35687	2723	2.899467	-1.606337	1.29313	3	 velvet	1888	3.314484	-2.021355	1888	0	3.314484	0.387908	1	KNOWN_REPEAT	predeclared arbitrary member repeated	by	NOVEL_REPEAT	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__ARBITRARY_DISTINCT__V9_SPACE__NONE	FRAME_CROSS	BY_ONE	ARBITRARY_DISTINCT	V9_SPACE		 	velvet	by	ocean	velvet by ocean	NONE		 velvet by ocean	3	[" velvet", " by", " ocean"]	[47750, 416, 9151]	2	1	3	 ocean	-0.063741	-0.164709	-0.100969	1888	2.193837	-2.358547	-0.000102	0	<BOS>	1888	3.314484	-3.314586	1888	0	3.314484	0.387908	0	KNOWN_REPEAT	two predeclared arbitrary members	by	NOVEL_DISTINCT	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__KNOWN_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	BY_ONE	KNOWN_NO_CONNECTOR	V9_SPACE		 	one		one	one one	NONE		 one one	2	[" one", " one"]	[530, 530]	1	1	2	 one	-0.098075	-0.12729	-0.029215	1888	2.530797	-2.658088	-0.000102	0	<BOS>	1888	3.443679	-3.443781	1888	0	3.443679	0.565071	0	KNOWN_REPEAT	known repetition with connector removed	by	NO_CONNECTOR	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	BY_ONE	ARBITRARY_NO_CONNECTOR	V9_SPACE		 	velvet		velvet	velvet velvet	NONE		 velvet velvet	2	[" velvet", " velvet"]	[47750, 47750]	1	1	2	 velvet	-0.163523	-0.168937	-0.005414	1790	1.882181	-2.051118	-0.000102	0	<BOS>	1888	3.314484	-3.314586	1888	0	3.314484	0.387908	0	KNOWN_REPEAT	arbitrary repetition with connector removed	by	NO_CONNECTOR	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS	BY_ONE	KNOWN_REPEAT	THE_PHRASE	the phrase 		one	by	one	one by one	NONE		the phrase one by one	5	["the", " phrase", " one", " by", " one"]	[1169, 9546, 530, 416, 530]	4	1	5	 one	-0.118818	5.172748	5.291566	2659	3.916482	1.256265	5.172748	5	 one	2659	3.916482	1.256265	541	1	5.172748	1.256265	1	KNOWN_REPEAT	known member repeated in native connector frame	by	KNOWN_REPEAT	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__KNOWN_RELATED__THE_PHRASE__NONE	FRAME_CROSS	BY_ONE	KNOWN_RELATED	THE_PHRASE	the phrase 		one	by	two	one by two	NONE		the phrase one by two	5	["the", " phrase", " one", " by", " two"]	[1169, 9546, 530, 416, 734]	4	1	5	 two	-0.118818	3.773779	3.892597	971	3.147586	0.626193	3.773779	5	 two	2073	3.233148	0.540631	541	1	3.773779	0.540631	1	KNOWN_REPEAT	known first plus related distinct second	by	RELATED_DISTINCT	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__KNOWN_ARBITRARY__THE_PHRASE__NONE	FRAME_CROSS	BY_ONE	KNOWN_ARBITRARY	THE_PHRASE	the phrase 		one	by	ocean	one by ocean	NONE		the phrase one by ocean	5	["the", " phrase", " one", " by", " ocean"]	[1169, 9546, 530, 416, 9151]	4	1	5	 ocean	-0.118818	-0.131797	-0.012979	1888	2.4568	-2.588598	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.489397	0	KNOWN_REPEAT	known first plus arbitrary distinct second	by	ARBITRARY_DISTINCT	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__ARBITRARY_KNOWN__THE_PHRASE__NONE	FRAME_CROSS	BY_ONE	ARBITRARY_KNOWN	THE_PHRASE	the phrase 		velvet	by	one	velvet by one	NONE		the phrase velvet by one	5	["the", " phrase", " velvet", " by", " one"]	[1169, 9546, 47750, 416, 530]	4	1	5	 one	-0.032924	-0.100391	-0.067467	91	2.417519	-2.51791	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.489397	0	KNOWN_REPEAT	arbitrary first plus known second	by	ARBITRARY_DISTINCT	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__ARBITRARY_REPEAT__THE_PHRASE__NONE	FRAME_CROSS	BY_ONE	ARBITRARY_REPEAT	THE_PHRASE	the phrase 		velvet	by	velvet	velvet by velvet	NONE		the phrase velvet by velvet	5	["the", " phrase", " velvet", " by", " velvet"]	[1169, 9546, 47750, 416, 47750]	4	1	5	 velvet	-0.032924	0.776694	0.809618	2723	2.014437	-1.237742	0.776694	5	 velvet	2073	3.233148	-2.456454	2073	0	3.233148	0.489397	1	KNOWN_REPEAT	predeclared arbitrary member repeated	by	NOVEL_REPEAT	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__ARBITRARY_DISTINCT__THE_PHRASE__NONE	FRAME_CROSS	BY_ONE	ARBITRARY_DISTINCT	THE_PHRASE	the phrase 		velvet	by	ocean	velvet by ocean	NONE		the phrase velvet by ocean	5	["the", " phrase", " velvet", " by", " ocean"]	[1169, 9546, 47750, 416, 9151]	4	1	5	 ocean	-0.032924	-0.168897	-0.135973	1888	2.068571	-2.237468	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.489397	0	KNOWN_REPEAT	two predeclared arbitrary members	by	NOVEL_DISTINCT	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE	FRAME_CROSS	BY_ONE	KNOWN_NO_CONNECTOR	THE_PHRASE	the phrase 		one		one	one one	NONE		the phrase one one	4	["the", " phrase", " one", " one"]	[1169, 9546, 530, 530]	3	1	4	 one	-0.006829	-0.087966	-0.081137	2762	2.417967	-2.505933	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.489397	0	KNOWN_REPEAT	known repetition with connector removed	by	NO_CONNECTOR	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE	FRAME_CROSS	BY_ONE	ARBITRARY_NO_CONNECTOR	THE_PHRASE	the phrase 		velvet		velvet	velvet velvet	NONE		the phrase velvet velvet	4	["the", " phrase", " velvet", " velvet"]	[1169, 9546, 47750, 47750]	3	1	4	 velvet	-0.067463	-0.143728	-0.076265	1790	1.744548	-1.888276	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.489397	0	KNOWN_REPEAT	arbitrary repetition with connector removed	by	NO_CONNECTOR	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS	BY_ONE	KNOWN_REPEAT	THEY_SAID	they said 		one	by	one	one by one	NONE		they said one by one	5	["they", " said", " one", " by", " one"]	[9930, 531, 530, 416, 530]	4	1	5	 one	-0.06961	4.425348	4.494958	2659	3.023834	1.401513	4.425348	5	 one	2659	3.023834	1.401513	541	1	4.425348	1.401513	1	KNOWN_REPEAT	known member repeated in native connector frame	by	KNOWN_REPEAT	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__KNOWN_RELATED__THEY_SAID__NONE	FRAME_CROSS	BY_ONE	KNOWN_RELATED	THEY_SAID	they said 		one	by	two	one by two	NONE		they said one by two	5	["they", " said", " one", " by", " two"]	[9930, 531, 530, 416, 734]	4	1	5	 two	-0.06961	2.549513	2.619123	971	3.03888	-0.489367	2.549513	5	 two	971	3.03888	-0.489367	971	0	3.03888	0.489367	1	KNOWN_REPEAT	known first plus related distinct second	by	RELATED_DISTINCT	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__KNOWN_ARBITRARY__THEY_SAID__NONE	FRAME_CROSS	BY_ONE	KNOWN_ARBITRARY	THEY_SAID	they said 		one	by	ocean	one by ocean	NONE		they said one by ocean	5	["they", " said", " one", " by", " ocean"]	[9930, 531, 530, 416, 9151]	4	1	5	 ocean	-0.06961	-0.168848	-0.099238	1888	2.620566	-2.789414	-0.000102	0	<BOS>	1888	2.620566	-2.620668	1888	0	2.620566	0.259696	0	KNOWN_REPEAT	known first plus arbitrary distinct second	by	ARBITRARY_DISTINCT	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__ARBITRARY_KNOWN__THEY_SAID__NONE	FRAME_CROSS	BY_ONE	ARBITRARY_KNOWN	THEY_SAID	they said 		velvet	by	one	velvet by one	NONE		they said velvet by one	5	["they", " said", " velvet", " by", " one"]	[9930, 531, 47750, 416, 530]	4	1	5	 one	-0.016066	-0.126748	-0.110682	91	2.220362	-2.34711	-0.000102	0	<BOS>	2256	2.36087	-2.360972	2256	0	2.36087	0.032802	0	KNOWN_REPEAT	arbitrary first plus known second	by	ARBITRARY_DISTINCT	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__ARBITRARY_REPEAT__THEY_SAID__NONE	FRAME_CROSS	BY_ONE	ARBITRARY_REPEAT	THEY_SAID	they said 		velvet	by	velvet	velvet by velvet	NONE		they said velvet by velvet	5	["they", " said", " velvet", " by", " velvet"]	[9930, 531, 47750, 416, 47750]	4	1	5	 velvet	-0.016066	1.169427	1.185494	2723	2.178319	-1.008891	1.169427	5	 velvet	2256	2.36087	-1.191442	2256	0	2.36087	0.032802	1	KNOWN_REPEAT	predeclared arbitrary member repeated	by	NOVEL_REPEAT	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__ARBITRARY_DISTINCT__THEY_SAID__NONE	FRAME_CROSS	BY_ONE	ARBITRARY_DISTINCT	THEY_SAID	they said 		velvet	by	ocean	velvet by ocean	NONE		they said velvet by ocean	5	["they", " said", " velvet", " by", " ocean"]	[9930, 531, 47750, 416, 9151]	4	1	5	 ocean	-0.016066	-0.169847	-0.15378	1888	2.042452	-2.212298	-0.000102	0	<BOS>	2256	2.36087	-2.360972	2256	0	2.36087	0.032802	0	KNOWN_REPEAT	two predeclared arbitrary members	by	NOVEL_DISTINCT	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__KNOWN_NO_CONNECTOR__THEY_SAID__NONE	FRAME_CROSS	BY_ONE	KNOWN_NO_CONNECTOR	THEY_SAID	they said 		one		one	one one	NONE		they said one one	4	["they", " said", " one", " one"]	[9930, 531, 530, 530]	3	1	4	 one	-0.014795	-0.070113	-0.055318	1888	1.96009	-2.030203	-0.000102	0	<BOS>	2256	2.36087	-2.360972	2256	0	2.36087	0.053377	0	KNOWN_REPEAT	known repetition with connector removed	by	NO_CONNECTOR	V9_ATTESTED	one	two	velvet	ocean
FRAME_CROSS__BY_ONE__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE	FRAME_CROSS	BY_ONE	ARBITRARY_NO_CONNECTOR	THEY_SAID	they said 		velvet		velvet	velvet velvet	NONE		they said velvet velvet	4	["they", " said", " velvet", " velvet"]	[9930, 531, 47750, 47750]	3	1	4	 velvet	-0.103241	-0.135552	-0.032311	1790	1.550845	-1.686397	-0.000102	0	<BOS>	2256	2.36087	-2.360972	2256	0	2.36087	0.032802	0	KNOWN_REPEAT	arbitrary repetition with connector removed	by	NO_CONNECTOR	V9_ATTESTED	one	two	velvet	ocean
REPEAT_CONNECTOR__BY_ONE__AND__BARE__NONE	REPEAT_CONNECTOR	BY_ONE	AND	BARE			one	and	one	one and one	NONE		one and one	3	["one", " and", " one"]	[505, 290, 530]	2	1	3	 one	-0.016523	2.649389	2.665912	2292	3.707596	-1.058207	2.649389	3	 one	2292	3.707596	-1.058207	2292	0	3.707596	0.574036	1	BY	connector substitution under exact repetition	by	KNOWN_REPEAT	V9_ATTESTED	one	two	velvet	ocean
REPEAT_CONNECTOR__BY_ONE__OR__BARE__NONE	REPEAT_CONNECTOR	BY_ONE	OR	BARE			one	or	one	one or one	NONE		one or one	3	["one", " or", " one"]	[505, 393, 530]	2	1	3	 one	-0.004469	2.239035	2.243504	2292	3.077929	-0.838894	2.239035	3	 one	2292	3.077929	-0.838894	2292	0	3.077929	0.07316	1	BY	connector substitution under exact repetition	by	KNOWN_REPEAT	V9_ATTESTED	one	two	velvet	ocean
REPEAT_CONNECTOR__BY_ONE__TO__BARE__NONE	REPEAT_CONNECTOR	BY_ONE	TO	BARE			one	to	one	one to one	NONE		one to one	3	["one", " to", " one"]	[505, 284, 530]	2	1	3	 one	-0.026777	2.871379	2.898155	429	2.317719	0.55366	2.871379	3	 one	1888	2.845212	0.026166	541	1	2.871379	0.026166	1	BY	connector substitution under exact repetition	by	KNOWN_REPEAT	V9_ATTESTED	one	two	velvet	ocean
REPEAT_CONNECTOR__BY_ONE__BY__BARE__NONE	REPEAT_CONNECTOR	BY_ONE	BY	BARE			one	by	one	one by one	NONE		one by one	3	["one", " by", " one"]	[505, 416, 530]	2	1	3	 one	-0.157733	4.372557	4.53029	2286	2.950124	1.422432	4.372557	3	 one	2286	2.950124	1.422432	541	1	4.372557	1.422432	1	BY	native connector	by	KNOWN_REPEAT	V9_ATTESTED	one	two	velvet	ocean
